Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Map Scores,Team 1 Attack,Team 1 Defense,Team 1 Overtime,Team 2 Defense,Team 2 Attack,Team 2 Overtime,Durations (in seconds)
Champions Tour 2024: China Stage 2,Trace Esports,FunPlus Phoenix,2024-07-19 04:00:00,Bo5,"[{'Team': 'FPX', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Abyss'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 11}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Abyss', 'Team 1 Score': 8, 'Team 2 Score': 13}, {'Map': 'Bind', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Haven', 'Team 1 Score': 8, 'Team 2 Score': 13}]","[7, 6, 5, 6, 6]","[6, 7, 3, 3, 2]","[None, None, None, None, None]","[5, 6, 7, 6, 6]","[6, 2, 6, 7, 7]","[None, None, None, None, None]","[None, None, None, None, None]"
Champions Tour 2024: China Stage 2,EDward Gaming,FunPlus Phoenix,2024-07-20 04:30:00,Bo5,"[{'Team': 'EDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Abyss'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 9}, {'Map': 'Abyss', 'Team 1 Score': 8, 'Team 2 Score': 13}, {'Map': 'Haven', 'Team 1 Score': 13, 'Team 2 Score': 7}, {'Map': 'Icebox', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[9, 5, 4, 7, 10]","[4, 3, 9, 2, 3]","[None, None, None, None, None]","[3, 7, 4, 5, 2]","[6, 6, 3, 8, 6]","[None, None, None, None, None]","[None, None, None, None, None]"
Champions Tour 2024: Pacific Stage 2,ZETA DIVISION,DRX,2024-06-15 04:00:00,Bo3,"[{'Team': 'DRX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'ZETA', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'DRX', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'ZETA', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'ZETA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]","[{'Map': 'Icebox', 'Team 1 Score': 0, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 11}, {'Map': 'Breeze', 'Team 1 Score': 4, 'Team 2 Score': 13}]","[0, 5, 2]","[0, 8, 2]","[None, None, None]","[1, 7, 3]","[12, 4, 10]","[None, None, None]","[2622, 2844, 2292]"
Champions Tour 2024: Pacific Stage 2,Team Secret,BLEED,2024-06-15 06:40:00,Bo3,"[{'Team': 'BLD', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TS', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'BLD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TS', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'BLD', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TS', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Ascent', 'Team 1 Score': 10, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[0, 8, 5]","[10, 5, 8]","[None, None, None]","[11, 1, 4]","[2, 7, 4]","[None, None, None]","[3105, 2875, 2949]"
Champions Tour 2024: Pacific Stage 2,T1,Gen.G,2024-06-16 04:00:00,Bo3,"[{'Team': 'T1', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'T1', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 15}, {'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 5}, {'Map': 'Sunset', 'Team 1 Score': 9, 'Team 2 Score': 13}]","[7, 4, 4]","[5, 9, 5]","[1, None, None]","[5, 2, 6]","[7, 3, 7]","[3, None, None]","[4850, 2565, 3016]"
Champions Tour 2024: Pacific Stage 2,Paper Rex,Talon Esports,2024-06-16 07:30:00,Bo3,"[{'Team': 'TLN', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TLN', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TLN', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 4}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 7}]","[9, 9]","[4, 4]","[None, None]","[3, 3]","[1, 4]","[None, None]","[2273, 2401]"
Champions Tour 2024: Pacific Stage 2,Rex Regum Qeon,DetonatioN FocusMe,2024-06-17 04:00:00,Bo3,"[{'Team': 'RRQ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'DFM', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'RRQ', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'DFM', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'RRQ', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'DFM', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Icebox', 'Team 1 Score': 15, 'Team 2 Score': 13}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 9}]","[8, 6]","[4, 7]","[3, None]","[4, 6]","[8, 3]","[1, None]","[4494, 2916]"
Champions Tour 2024: Pacific Stage 2,Team Secret,Global Esports,2024-06-17 06:35:00,Bo3,"[{'Team': 'TS', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'GE', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TS', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'GE', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TS', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'GE', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 10}]","[2, 8]","[11, 5]","[None, None]","[7, 3]","[1, 7]","[None, None]","[2821, 3144]"
Champions Tour 2024: Pacific Stage 2,Talon Esports,Rex Regum Qeon,2024-06-22 04:00:00,Bo3,"[{'Team': 'TLN', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'RRQ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TLN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'RRQ', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TLN', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'RRQ', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Lotus', 'Team 1 Score': 15, 'Team 2 Score': 13}, {'Map': 'Ascent', 'Team 1 Score': 10, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 10}]","[6, 5, 10]","[6, 5, 3]","[3, None, None]","[6, 6, 2]","[6, 7, 8]","[1, None, None]","[4361, 3124, 4292]"
Champions Tour 2024: Pacific Stage 2,Paper Rex,DRX,2024-06-22 07:50:00,Bo3,"[{'Team': 'PRX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'DRX', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 4}, {'Map': 'Haven', 'Team 1 Score': 8, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 5}]","[9, 7, 10]","[4, 1, 3]","[None, None, None]","[3, 5, 2]","[1, 8, 3]","[None, None, None]","[2136, 2686, 2381]"
Champions Tour 2024: Pacific Stage 2,Global Esports,BLEED,2024-06-23 04:00:00,Bo3,"[{'Team': 'GE', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'BLD', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'GE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'BLD', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'GE', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'BLD', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 6}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 6}]","[9, 6]","[4, 7]","[None, None]","[3, 1]","[3, 5]","[None, None]","[3315, 2913]"
Champions Tour 2024: Pacific Stage 2,DetonatioN FocusMe,ZETA DIVISION,2024-06-23 06:05:00,Bo3,"[{'Team': 'DFM', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'ZETA', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'DFM', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'ZETA', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'DFM', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'ZETA', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Haven', 'Team 1 Score': 7, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 9}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 10}]","[3, 7, 7]","[4, 6, 6]","[None, None, None]","[5, 5, 4]","[8, 4, 6]","[None, None, None]","[3162, 3246, 3121]"
Champions Tour 2024: Pacific Stage 2,DRX,Rex Regum Qeon,2024-06-24 04:00:00,Bo3,"[{'Team': 'DRX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'RRQ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'DRX', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'RRQ', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'RRQ', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]","[{'Map': 'Split', 'Team 1 Score': 12, 'Team 2 Score': 14}, {'Map': 'Sunset', 'Team 1 Score': 12, 'Team 2 Score': 14}]","[3, 4]","[9, 8]","[0, 0]","[9, 8]","[3, 4]","[2, 2]","[3798, 3129]"
Champions Tour 2024: Pacific Stage 2,Team Secret,T1,2024-06-24 06:20:00,Bo3,"[{'Team': 'TS', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TS', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'T1', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TS', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Haven', 'Team 1 Score': 10, 'Team 2 Score': 13}, {'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 6}, {'Map': 'Icebox', 'Team 1 Score': 14, 'Team 2 Score': 12}]","[4, 7, 8]","[6, 6, 4]","[None, None, 2]","[7, 5, 4]","[6, 1, 8]","[None, None, 0]","[3164, 2601, 3282]"
Champions Tour 2024: Pacific Stage 2,Talon Esports,DetonatioN FocusMe,2024-06-29 04:00:00,Bo3,"[{'Team': 'TLN', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'DFM', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TLN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'DFM', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TLN', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'DFM', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 7}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 10}]","[7, 6]","[6, 7]","[None, None]","[5, 6]","[2, 4]","[None, None]","[3128, 3273]"
Champions Tour 2024: Pacific Stage 2,ZETA DIVISION,Rex Regum Qeon,2024-06-29 06:10:00,Bo3,"[{'Team': 'RRQ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'ZETA', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'RRQ', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'ZETA', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'RRQ', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'ZETA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Split', 'Team 1 Score': 8, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 10, 'Team 2 Score': 13}]","[6, 7]","[2, 3]","[None, None]","[6, 4]","[7, 9]","[None, None]","[3013, 3155]"
Champions Tour 2024: Pacific Stage 2,Global Esports,T1,2024-06-30 04:00:00,Bo3,"[{'Team': 'GE', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'GE', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'T1', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'GE', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 10}, {'Map': 'Lotus', 'Team 1 Score': 8, 'Team 2 Score': 13}, {'Map': 'Ascent', 'Team 1 Score': 8, 'Team 2 Score': 13}]","[6, 4, 6]","[7, 4, 2]","[None, None, None]","[5, 8, 6]","[5, 5, 7]","[None, None, None]","[3462, 2944, 3019]"
Champions Tour 2024: Pacific Stage 2,BLEED,Gen.G,2024-06-30 07:15:00,Bo3,"[{'Team': 'BLD', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'BLD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'BLD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Ascent', 'Team 1 Score': 6, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 10}, {'Map': 'Icebox', 'Team 1 Score': 11, 'Team 2 Score': 13}]","[6, 8, 7]","[0, 5, 4]","[None, None, None]","[6, 3, 5]","[7, 7, 8]","[None, None, None]","[2793, 2911, 2986]"
Champions Tour 2024: Pacific Stage 2,Paper Rex,DetonatioN FocusMe,2024-07-01 04:00:00,Bo3,"[{'Team': 'DFM', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'DFM', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'DFM', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 4}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[10, 5]","[3, 8]","[None, None]","[2, 4]","[2, 4]","[None, None]","[2965, 2789]"
Champions Tour 2024: Pacific Stage 2,DRX,Talon Esports,2024-07-01 06:00:00,Bo3,"[{'Team': 'DRX', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TLN', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'DRX', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TLN', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TLN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Ascent', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Haven', 'Team 1 Score': 13, 'Team 2 Score': 10}, {'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 5}]","[8, 7, 12]","[3, 6, 1]","[None, None, None]","[4, 5, 0]","[9, 5, 5]","[None, None, None]","[3490, 3021, 2238]"
Champions Tour 2024: Pacific Stage 2,Paper Rex,Rex Regum Qeon,2024-07-05 04:00:00,Bo3,"[{'Team': 'PRX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'RRQ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'RRQ', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'RRQ', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 7}, {'Map': 'Ascent', 'Team 1 Score': 7, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 10}]","[5, 5, 7]","[8, 2, 6]","[None, None, None]","[3, 7, 5]","[4, 6, 5]","[None, None, None]","[3157, 2531, 2870]"
Champions Tour 2024: Pacific Stage 2,Gen.G,Global Esports,2024-07-05 07:00:00,Bo3,"[{'Team': 'GE', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'GE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'GE', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 1}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 6}]","[2, 6]","[11, 7]","[None, None]","[0, 1]","[1, 5]","[None, None]","[2196, 2803]"
Champions Tour 2024: Pacific Stage 2,DRX,DetonatioN FocusMe,2024-07-06 04:00:00,Bo3,"[{'Team': 'DRX', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'DFM', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'DRX', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'DFM', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'DFM', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]","[{'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 7}, {'Map': 'Ascent', 'Team 1 Score': 6, 'Team 2 Score': 13}, {'Map': 'Haven', 'Team 1 Score': 13, 'Team 2 Score': 2}]","[6, 5, 10]","[7, 1, 3]","[None, None, None]","[2, 7, 2]","[5, 6, 0]","[None, None, None]","[3391, 2319, 2067]"
Champions Tour 2024: Pacific Stage 2,ZETA DIVISION,Talon Esports,2024-07-06 06:45:00,Bo3,"[{'Team': 'ZETA', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TLN', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'ZETA', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TLN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'ZETA', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TLN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]","[{'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 6}, {'Map': 'Lotus', 'Team 1 Score': 8, 'Team 2 Score': 13}, {'Map': 'Haven', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[4, 2, 7]","[9, 6, 6]","[None, None, None]","[3, 7, 5]","[3, 6, 3]","[None, None, None]","[2564, 3044, 2722]"
Champions Tour 2024: Pacific Stage 2,Gen.G,Team Secret,2024-07-07 04:00:00,Bo3,"[{'Team': 'TS', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TS', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TS', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Sunset', 'Team 1 Score': 6, 'Team 2 Score': 13}, {'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 7}, {'Map': 'Split', 'Team 1 Score': 12, 'Team 2 Score': 14}]","[4, 6, 3]","[2, 7, 9]","[None, None, 0]","[3, 2, 9]","[10, 5, 3]","[None, None, 2]","[2846, 2575, 3659]"
Champions Tour 2024: Pacific Stage 2,Paper Rex,ZETA DIVISION,2024-07-07 07:00:00,Bo3,"[{'Team': 'ZETA', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'ZETA', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'ZETA', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Ascent', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 4}]","[7, 11, 5]","[2, 2, 8]","[None, None, None]","[5, 1, 0]","[8, 7, 4]","[None, None, None]","[3016, 2725, 2220]"
Champions Tour 2024: Pacific Stage 2,T1,BLEED,2024-07-08 04:00:00,Bo3,"[{'Team': 'BLD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'BLD', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'T1', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'BLD', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 11}, {'Map': 'Lotus', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[3, 3, 7]","[10, 6, 6]","[None, None, None]","[9, 7, 5]","[2, 6, 3]","[None, None, None]","[3689, 3020, 2767]"
Champions Tour 2024: Pacific Stage 2,Gen.G,Rex Regum Qeon,2024-07-12 04:00:00,Bo3,"[{'Team': 'RRQ', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Abyss'}, {'Team': 'RRQ', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'RRQ', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Haven', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 11}]","[6, 7]","[7, 6]","[None, None]","[3, 5]","[5, 6]","[None, None]","[3666, 3136]"
Champions Tour 2024: Pacific Stage 2,Team Secret,Talon Esports,2024-07-12 06:15:00,Bo3,"[{'Team': 'TLN', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TS', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TLN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TS', 'Action': 'pick', 'Map': 'Abyss'}, {'Team': 'TLN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TS', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]","[{'Map': 'Lotus', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Abyss', 'Team 1 Score': 11, 'Team 2 Score': 13}]","[5, 5]","[6, 6]","[None, None]","[7, 7]","[6, 6]","[None, None]","[3708, 3348]"
